ID,Type,Status,URL,Notes
16805,Project,In URL file but missing from API,https://mininghub.com/project/samarco/16805,URL exists but project not found in API response
16808,Project,In URL file but missing from API,https://mininghub.com/project/gullbridge/16808,URL exists but project not found in API response
8054,Project,In URL file but missing from API,https://mininghub.com/project/lefroy/8054,URL exists but project not found in API response
7031,Project,In URL file but missing from API,https://mininghub.com/project/titree/7031,URL exists but project not found in API response
12996,Project,In URL file but missing from API,https://mininghub.com/project/fremantle-doctor/12996,URL exists but project not found in API response
8793,Project,In URL file but missing from API,https://mininghub.com/project/tifernine/8793,URL exists but project not found in API response
15952,Project,In URL file but missing from API,https://mininghub.com/project/narryer/15952,URL exists but project not found in API response
8576,Project,In URL file but missing from API,https://mininghub.com/project/solo/8576,URL exists but project not found in API response
8328,Project,In URL file but missing from API,https://mininghub.com/project/pine-ridge/8328,URL exists but project not found in API response
7061,Project,In URL file but missing from API,https://mininghub.com/project/edmund/7061,URL exists but project not found in API response
16562,Project,In URL file but missing from API,https://mininghub.com/project/verran/16562,URL exists but project not found in API response
9425,Project,In URL file but missing from API,https://mininghub.com/project/disko-bay/9425,URL exists but project not found in API response
6314,Project,In URL file but missing from API,https://mininghub.com/project/ravensthorpe/6314,URL exists but project not found in API response
7902,Project,In URL file but missing from API,https://mininghub.com/project/riley-brook/7902,URL exists but project not found in API response
7081,Project,In URL file but missing from API,https://mininghub.com/project/sampsons-tank/7081,URL exists but project not found in API response
7360,Project,In URL file but missing from API,https://mininghub.com/project/obley/7360,URL exists but project not found in API response
17653,Project,In URL file but missing from API,https://mininghub.com/project/karratha/17653,URL exists but project not found in API response
8210,Project,In URL file but missing from API,https://mininghub.com/project/mbelele/8210,URL exists but project not found in API response
8237,Project,In URL file but missing from API,https://mininghub.com/project/rosario/8237,URL exists but project not found in API response
17001,Project,In URL file but missing from API,https://mininghub.com/project/dalmas/17001,URL exists but project not found in API response
7958,Project,In URL file but missing from API,https://mininghub.com/project/siviour/7958,URL exists but project not found in API response
16907,Project,In URL file but missing from API,https://mininghub.com/project/may-queen-south/16907,URL exists but project not found in API response
17643,Project,In URL file but missing from API,https://mininghub.com/project/misc-tenements/17643,URL exists but project not found in API response
17069,Project,In URL file but missing from API,https://mininghub.com/project/kumina/17069,URL exists but project not found in API response
15626,Project,In URL file but missing from API,https://mininghub.com/project/loch-lilly/15626,URL exists but project not found in API response
15555,Project,In URL file but missing from API,https://mininghub.com/project/mac-well--red-hill/15555,URL exists but project not found in API response
8834,Project,In URL file but missing from API,https://mininghub.com/project/mt-frosty-jv/8834,URL exists but project not found in API response
7046,Project,In URL file but missing from API,https://mininghub.com/project/douglas-range/7046,URL exists but project not found in API response
16650,Project,In URL file but missing from API,https://mininghub.com/project/pipers-river/16650,URL exists but project not found in API response
7151,Project,In URL file but missing from API,https://mininghub.com/project/newington/7151,URL exists but project not found in API response
16592,Project,In URL file but missing from API,https://mininghub.com/project/ninghan/16592,URL exists but project not found in API response
8061,Project,In URL file but missing from API,https://mininghub.com/project/cantung/8061,URL exists but project not found in API response
7259,Project,In URL file but missing from API,https://mininghub.com/project/lorna-may/7259,URL exists but project not found in API response
8309,Project,In URL file but missing from API,https://mininghub.com/project/siguiri-/8309,URL exists but project not found in API response
7345,Project,In URL file but missing from API,https://mininghub.com/project/narryer/7345,URL exists but project not found in API response
8610,Project,In URL file but missing from API,https://mininghub.com/project/cobra-madison-north/8610,URL exists but project not found in API response
8333,Project,In URL file but missing from API,https://mininghub.com/project/la-grande-east/8333,URL exists but project not found in API response
17224,Project,In URL file but missing from API,https://mininghub.com/project/wanganui/17224,URL exists but project not found in API response
8004,Project,In URL file but missing from API,https://mininghub.com/project/resguardo/8004,URL exists but project not found in API response
16941,Project,In URL file but missing from API,https://mininghub.com/project/norseman/16941,URL exists but project not found in API response
15759,Project,In URL file but missing from API,https://mininghub.com/project/mackenzie/15759,URL exists but project not found in API response
13105,Project,In URL file but missing from API,https://mininghub.com/project/vanadium-processing-plant/13105,URL exists but project not found in API response
7813,Project,In URL file but missing from API,https://mininghub.com/project/goldsworthy-east/7813,URL exists but project not found in API response
6039,Project,In URL file but missing from API,https://mininghub.com/project/lake-surprise/6039,URL exists but project not found in API response
8173,Project,In URL file but missing from API,https://mininghub.com/project/mumbezhi/8173,URL exists but project not found in API response
8346,Project,In URL file but missing from API,https://mininghub.com/project/muriel-tank/8346,URL exists but project not found in API response
7134,Project,In URL file but missing from API,https://mininghub.com/project/lindfield/7134,URL exists but project not found in API response
7389,Project,In URL file but missing from API,https://mininghub.com/project/mountain-maid/7389,URL exists but project not found in API response
16398,Project,In URL file but missing from API,https://mininghub.com/project/coorabie/16398,URL exists but project not found in API response
16126,Project,In URL file but missing from API,https://mininghub.com/project/dunmarra/16126,URL exists but project not found in API response
17030,Project,In URL file but missing from API,https://mininghub.com/project/mt-philp/17030,URL exists but project not found in API response
7216,Project,In URL file but missing from API,https://mininghub.com/project/marble-bar/7216,URL exists but project not found in API response
8240,Project,In URL file but missing from API,https://mininghub.com/project/sombrero/8240,URL exists but project not found in API response
15932,Project,In URL file but missing from API,https://mininghub.com/project/mount-lefroy/15932,URL exists but project not found in API response
8064,Project,In URL file but missing from API,https://mininghub.com/project/essential-metals-jv/8064,URL exists but project not found in API response
7439,Project,In URL file but missing from API,https://mininghub.com/project/star-plateau/7439,URL exists but project not found in API response
17080,Project,In URL file but missing from API,https://mininghub.com/project/adelaide-rift/17080,URL exists but project not found in API response
6229,Project,In URL file but missing from API,https://mininghub.com/project/tritton/6229,URL exists but project not found in API response
2899,Project,In URL file but missing from API,https://mininghub.com/project/eagle-lake/2899,URL exists but project not found in API response
15546,Project,In URL file but missing from API,https://mininghub.com/project/triple-f/15546,URL exists but project not found in API response
7774,Project,In URL file but missing from API,https://mininghub.com/project/elephant/7774,URL exists but project not found in API response
8557,Project,In URL file but missing from API,https://mininghub.com/project/empire/8557,URL exists but project not found in API response
8591,Project,In URL file but missing from API,https://mininghub.com/project/lennons-find/8591,URL exists but project not found in API response
17598,Project,In URL file but missing from API,https://mininghub.com/project/mt-mcleod/17598,URL exists but project not found in API response
2880,Project,In URL file but missing from API,https://mininghub.com/project/plaza-norte/2880,URL exists but project not found in API response
17896,Project,In URL file but missing from API,https://mininghub.com/project/miclere-creek/17896,URL exists but project not found in API response
17172,Project,In URL file but missing from API,https://mininghub.com/project/booleroo/17172,URL exists but project not found in API response
7161,Project,In URL file but missing from API,https://mininghub.com/project/laverton-south/7161,URL exists but project not found in API response
7917,Project,In URL file but missing from API,https://mininghub.com/project/rover-explorer-108/7917,URL exists but project not found in API response
15872,Project,In URL file but missing from API,https://mininghub.com/project/mount-isa/15872,URL exists but project not found in API response
7765,Project,In URL file but missing from API,https://mininghub.com/project/mpanda/7765,URL exists but project not found in API response
16039,Project,In URL file but missing from API,https://mininghub.com/project/forrestania/16039,URL exists but project not found in API response
17365,Project,In URL file but missing from API,https://mininghub.com/project/azaguie/17365,URL exists but project not found in API response
8713,Project,In URL file but missing from API,https://mininghub.com/project/peake/8713,URL exists but project not found in API response
17240,Project,In URL file but missing from API,https://mininghub.com/project/mt-farmer/17240,URL exists but project not found in API response
16391,Project,In URL file but missing from API,https://mininghub.com/project/copper-hill/16391,URL exists but project not found in API response
15582,Project,In URL file but missing from API,https://mininghub.com/project/santa-catarina/15582,URL exists but project not found in API response
7961,Project,In URL file but missing from API,https://mininghub.com/project/cyclone/7961,URL exists but project not found in API response
6819,Project,In URL file but missing from API,https://mininghub.com/project/ks/6819,URL exists but project not found in API response
17296,Project,In URL file but missing from API,https://mininghub.com/project/quartz-hill/17296,URL exists but project not found in API response
16374,Project,In URL file but missing from API,https://mininghub.com/project/panton-north/16374,URL exists but project not found in API response
15803,Project,In URL file but missing from API,https://mininghub.com/project/stuarts-shelf/15803,URL exists but project not found in API response
8942,Project,In URL file but missing from API,https://mininghub.com/project/bozshakol-south/8942,URL exists but project not found in API response
8845,Project,In URL file but missing from API,https://mininghub.com/project/temiskaming-shores-cobalt-refinery/8845,URL exists but project not found in API response
8486,Project,In URL file but missing from API,https://mininghub.com/project/mt-cattlin/8486,URL exists but project not found in API response
17752,Project,In URL file but missing from API,https://mininghub.com/project/degrussa-west/17752,URL exists but project not found in API response
8114,Project,In URL file but missing from API,https://mininghub.com/project/broad-flat-well/8114,URL exists but project not found in API response
8485,Project,In URL file but missing from API,https://mininghub.com/project/lady-loretta/8485,URL exists but project not found in API response
8878,Project,In URL file but missing from API,https://mininghub.com/project/coolgardie-west/8878,URL exists but project not found in API response
16859,Project,In URL file but missing from API,https://mininghub.com/project/perrinvale/16859,URL exists but project not found in API response
15677,Project,In URL file but missing from API,https://mininghub.com/project/wilki/15677,URL exists but project not found in API response
2420,Project,In URL file but missing from API,https://mininghub.com/project/saddle-mountain/2420,URL exists but project not found in API response
15615,Project,In URL file but missing from API,https://mininghub.com/project/east-wandoan/15615,URL exists but project not found in API response
2692,Project,In URL file but missing from API,https://mininghub.com/project/gold-mountain/2692,URL exists but project not found in API response
17756,Project,In URL file but missing from API,https://mininghub.com/project/tinton-west/17756,URL exists but project not found in API response
818,Project,In URL file but missing from API,https://mininghub.com/project/loner/818,URL exists but project not found in API response
16835,Project,In URL file but missing from API,https://mininghub.com/project/nyidinghu/16835,URL exists but project not found in API response
16800,Project,In URL file but missing from API,https://mininghub.com/project/alford-east/16800,URL exists but project not found in API response
7438,Project,In URL file but missing from API,https://mininghub.com/project/kondininlake-grace/7438,URL exists but project not found in API response
8245,Project,In URL file but missing from API,https://mininghub.com/project/koolan-island/8245,URL exists but project not found in API response
2564,Project,In URL file but missing from API,https://mininghub.com/project/captain/2564,URL exists but project not found in API response
7070,Project,In URL file but missing from API,https://mininghub.com/project/invincible/7070,URL exists but project not found in API response
17410,Project,In URL file but missing from API,https://mininghub.com/project/bellary-springs/17410,URL exists but project not found in API response
8001,Project,In URL file but missing from API,https://mininghub.com/project/pyramid-hill/8001,URL exists but project not found in API response
8430,Project,In URL file but missing from API,https://mininghub.com/project/curragh-complex/8430,URL exists but project not found in API response
17583,Project,In URL file but missing from API,https://mininghub.com/project/juscelandia/17583,URL exists but project not found in API response
17623,Project,In URL file but missing from API,https://mininghub.com/project/weld-river/17623,URL exists but project not found in API response
16661,Project,In URL file but missing from API,https://mininghub.com/project/eneabba-nova/16661,URL exists but project not found in API response
17207,Project,In URL file but missing from API,https://mininghub.com/project/andover/17207,URL exists but project not found in API response
8083,Project,In URL file but missing from API,https://mininghub.com/project/tanbreez/8083,URL exists but project not found in API response
16298,Project,In URL file but missing from API,https://mininghub.com/project/murchison/16298,URL exists but project not found in API response
8014,Project,In URL file but missing from API,https://mininghub.com/project/stockton/8014,URL exists but project not found in API response
1523,Project,In URL file but missing from API,https://mininghub.com/project/vixen-north/1523,URL exists but project not found in API response
16117,Project,In URL file but missing from API,https://mininghub.com/project/salmon-gums/16117,URL exists but project not found in API response
17419,Project,In URL file but missing from API,https://mininghub.com/project/derrykearn/17419,URL exists but project not found in API response
16488,Project,In URL file but missing from API,https://mininghub.com/project/split-rock/16488,URL exists but project not found in API response
6456,Project,In URL file but missing from API,https://mininghub.com/project/bruner/6456,URL exists but project not found in API response
17247,Project,In URL file but missing from API,https://mininghub.com/project/warraweena/17247,URL exists but project not found in API response
6551,Project,In URL file but missing from API,https://mininghub.com/project/flanders-north/6551,URL exists but project not found in API response
17119,Project,In URL file but missing from API,https://mininghub.com/project/balladonia/17119,URL exists but project not found in API response
7721,Project,In URL file but missing from API,https://mininghub.com/project/golden-grove/7721,URL exists but project not found in API response
7628,Project,In URL file but missing from API,https://mininghub.com/project/smoky/7628,URL exists but project not found in API response
17818,Project,In URL file but missing from API,https://mininghub.com/project/oromo/17818,URL exists but project not found in API response
7416,Project,In URL file but missing from API,https://mininghub.com/project/destiny/7416,URL exists but project not found in API response
16708,Project,In URL file but missing from API,https://mininghub.com/project/cawse/16708,URL exists but project not found in API response
13019,Project,In URL file but missing from API,https://mininghub.com/project/camp-creek/13019,URL exists but project not found in API response
8897,Project,In URL file but missing from API,https://mininghub.com/project/yellow-cheif/8897,URL exists but project not found in API response
8755,Project,In URL file but missing from API,https://mininghub.com/project/el-toro-east-sunsets/8755,URL exists but project not found in API response
15972,Project,In URL file but missing from API,https://mininghub.com/project/peterlumbo/15972,URL exists but project not found in API response
16536,Project,In URL file but missing from API,https://mininghub.com/project/marymia/16536,URL exists but project not found in API response
15884,Project,In URL file but missing from API,https://mininghub.com/project/yarram/15884,URL exists but project not found in API response
16511,Project,In URL file but missing from API,https://mininghub.com/project/pernatty-lagoon/16511,URL exists but project not found in API response
8085,Project,In URL file but missing from API,https://mininghub.com/project/big-sandy/8085,URL exists but project not found in API response
7608,Project,In URL file but missing from API,https://mininghub.com/project/spectrum/7608,URL exists but project not found in API response
15670,Project,In URL file but missing from API,https://mininghub.com/project/anmmuryinna/15670,URL exists but project not found in API response
16851,Project,In URL file but missing from API,https://mininghub.com/project/windanya/16851,URL exists but project not found in API response
3403,Project,In URL file but missing from API,https://mininghub.com/project/dunnage/3403,URL exists but project not found in API response
16868,Project,In URL file but missing from API,https://mininghub.com/project/mt-finnerty/16868,URL exists but project not found in API response
7940,Project,In URL file but missing from API,https://mininghub.com/project/oracle-ridge/7940,URL exists but project not found in API response
17692,Project,In URL file but missing from API,https://mininghub.com/project/bangemall/17692,URL exists but project not found in API response
8431,Project,In URL file but missing from API,https://mininghub.com/project/citronen/8431,URL exists but project not found in API response
15923,Project,In URL file but missing from API,https://mininghub.com/project/bookara/15923,URL exists but project not found in API response
15833,Project,In URL file but missing from API,https://mininghub.com/project/north-seymour/15833,URL exists but project not found in API response
7380,Project,In URL file but missing from API,https://mininghub.com/project/mount-monger/7380,URL exists but project not found in API response
7045,Project,In URL file but missing from API,https://mininghub.com/project/moorefieldootha/7045,URL exists but project not found in API response
16146,Project,In URL file but missing from API,https://mininghub.com/project/pare/16146,URL exists but project not found in API response
16396,Project,In URL file but missing from API,https://mininghub.com/project/yumbarra/16396,URL exists but project not found in API response
17732,Project,In URL file but missing from API,https://mininghub.com/project/boomer-hill/17732,URL exists but project not found in API response
8792,Project,In URL file but missing from API,https://mininghub.com/project/eagle-mine/8792,URL exists but project not found in API response
8773,Project,In URL file but missing from API,https://mininghub.com/project/mutnica/8773,URL exists but project not found in API response
8414,Project,In URL file but missing from API,https://mininghub.com/project/las-burrasincahuasi/8414,URL exists but project not found in API response
15771,Project,In URL file but missing from API,https://mininghub.com/project/dalgaranga/15771,URL exists but project not found in API response
2037,Project,In URL file but missing from API,https://mininghub.com/project/pikoo/2037,URL exists but project not found in API response
7808,Project,In URL file but missing from API,https://mininghub.com/project/yarawindah-brook/7808,URL exists but project not found in API response
16237,Project,In URL file but missing from API,https://mininghub.com/project/python-east/16237,URL exists but project not found in API response
15906,Project,In URL file but missing from API,https://mininghub.com/project/craigs-rest/15906,URL exists but project not found in API response
17111,Project,In URL file but missing from API,https://mininghub.com/project/kingscourt/17111,URL exists but project not found in API response
17473,Project,In URL file but missing from API,https://mininghub.com/project/amoud/17473,URL exists but project not found in API response
7885,Project,In URL file but missing from API,https://mininghub.com/project/warrego-east/7885,URL exists but project not found in API response
17769,Project,In URL file but missing from API,https://mininghub.com/project/stanley/17769,URL exists but project not found in API response
2598,Project,In URL file but missing from API,https://mininghub.com/project/dubuisson/2598,URL exists but project not found in API response
7246,Project,In URL file but missing from API,https://mininghub.com/project/duke/7246,URL exists but project not found in API response
3816,Project,In URL file but missing from API,https://mininghub.com/project/jemi-rare-earth-element-ree-project/3816,URL exists but project not found in API response
8031,Project,In URL file but missing from API,https://mininghub.com/project/rincon/8031,URL exists but project not found in API response
10694,Project,In URL file but missing from API,https://mininghub.com/project/block-2213/10694,URL exists but project not found in API response
8032,Project,In URL file but missing from API,https://mininghub.com/project/federation/8032,URL exists but project not found in API response
16029,Project,In URL file but missing from API,https://mininghub.com/project/murrin-murrin/16029,URL exists but project not found in API response
17869,Project,In URL file but missing from API,https://mininghub.com/project/conrad/17869,URL exists but project not found in API response
10824,Project,In URL file but missing from API,https://mininghub.com/project/tiegba/10824,URL exists but project not found in API response
15644,Project,In URL file but missing from API,https://mininghub.com/project/myrnas-hill/15644,URL exists but project not found in API response
8515,Project,In URL file but missing from API,https://mininghub.com/project/penny/8515,URL exists but project not found in API response
15970,Project,In URL file but missing from API,https://mininghub.com/project/nackara-arc/15970,URL exists but project not found in API response
16926,Project,In URL file but missing from API,https://mininghub.com/project/walwa/16926,URL exists but project not found in API response
17737,Project,In URL file but missing from API,https://mininghub.com/project/mundarlo/17737,URL exists but project not found in API response
15720,Project,In URL file but missing from API,https://mininghub.com/project/west-ravenswood/15720,URL exists but project not found in API response
8106,Project,In URL file but missing from API,https://mininghub.com/project/forrest-kerr-transferred/8106,URL exists but project not found in API response
16570,Project,In URL file but missing from API,https://mininghub.com/project/santa-rosa/16570,URL exists but project not found in API response
7604,Project,In URL file but missing from API,https://mininghub.com/project/rusty-peak/7604,URL exists but project not found in API response
5525,Project,In URL file but missing from API,https://mininghub.com/project/chatham-rise/5525,URL exists but project not found in API response
16272,Project,In URL file but missing from API,https://mininghub.com/project/mt-lucky/16272,URL exists but project not found in API response
13026,Project,In URL file but missing from API,https://mininghub.com/project/tarku/13026,URL exists but project not found in API response
15801,Project,In URL file but missing from API,https://mininghub.com/project/mallina/15801,URL exists but project not found in API response
17522,Project,In URL file but missing from API,https://mininghub.com/project/ashburton/17522,URL exists but project not found in API response
16317,Project,In URL file but missing from API,https://mininghub.com/project/corridor-south/16317,URL exists but project not found in API response
6034,Project,In URL file but missing from API,https://mininghub.com/project/korhogo/6034,URL exists but project not found in API response
8408,Project,In URL file but missing from API,https://mininghub.com/project/iberian-one/8408,URL exists but project not found in API response
8170,Project,In URL file but missing from API,https://mininghub.com/project/tannenberg/8170,URL exists but project not found in API response
8211,Project,In URL file but missing from API,https://mininghub.com/project/dolphin/8211,URL exists but project not found in API response
7942,Project,In URL file but missing from API,https://mininghub.com/project/reidaylmer/7942,URL exists but project not found in API response
13128,Project,In URL file but missing from API,https://mininghub.com/project/corvette-jv/13128,URL exists but project not found in API response
17050,Project,In URL file but missing from API,https://mininghub.com/project/musgrave/17050,URL exists but project not found in API response
13122,Project,In URL file but missing from API,https://mininghub.com/project/tokomairiro/13122,URL exists but project not found in API response
16489,Project,In URL file but missing from API,https://mininghub.com/project/yule-river/16489,URL exists but project not found in API response
2502,Project,In URL file but missing from API,https://mininghub.com/project/hek/2502,URL exists but project not found in API response
16833,Project,In URL file but missing from API,https://mininghub.com/project/solomon-hub/16833,URL exists but project not found in API response
17340,Project,In URL file but missing from API,https://mininghub.com/project/mount-coolan/17340,URL exists but project not found in API response
7826,Project,In URL file but missing from API,https://mininghub.com/project/melrose/7826,URL exists but project not found in API response
16201,Project,In URL file but missing from API,https://mininghub.com/project/peep-oday/16201,URL exists but project not found in API response
16823,Project,In URL file but missing from API,https://mininghub.com/project/kenny/16823,URL exists but project not found in API response
16416,Project,In URL file but missing from API,https://mininghub.com/project/carley-bore/16416,URL exists but project not found in API response
7154,Project,In URL file but missing from API,https://mininghub.com/project/illaara/7154,URL exists but project not found in API response
15750,Project,In URL file but missing from API,https://mininghub.com/project/corvette-far-east/15750,URL exists but project not found in API response
2607,Project,In URL file but missing from API,https://mininghub.com/project/central-pontax/2607,URL exists but project not found in API response
7248,Project,In URL file but missing from API,https://mininghub.com/project/kanmantoo/7248,URL exists but project not found in API response
8218,Project,In URL file but missing from API,https://mininghub.com/project/twin-peaks/8218,URL exists but project not found in API response
17118,Project,In URL file but missing from API,https://mininghub.com/project/maguire/17118,URL exists but project not found in API response
13089,Project,In URL file but missing from API,https://mininghub.com/project/tunas/13089,URL exists but project not found in API response
16741,Project,In URL file but missing from API,https://mininghub.com/project/tarrawarra/16741,URL exists but project not found in API response
17095,Project,In URL file but missing from API,https://mininghub.com/project/bridgetowngreenbushes/17095,URL exists but project not found in API response
16425,Project,In URL file but missing from API,https://mininghub.com/project/djebba/16425,URL exists but project not found in API response
13011,Project,In URL file but missing from API,https://mininghub.com/project/rocha-de-rocha/13011,URL exists but project not found in API response
8332,Project,In URL file but missing from API,https://mininghub.com/project/monte-alto/8332,URL exists but project not found in API response
7187,Project,In URL file but missing from API,https://mininghub.com/project/fraser-range/7187,URL exists but project not found in API response
17349,Project,In URL file but missing from API,https://mininghub.com/project/radium-point/17349,URL exists but project not found in API response
7522,Project,In URL file but missing from API,https://mininghub.com/project/goschen/7522,URL exists but project not found in API response
7136,Project,In URL file but missing from API,https://mininghub.com/project/wongan-hills/7136,URL exists but project not found in API response
15660,Project,In URL file but missing from API,https://mininghub.com/project/kerigan/15660,URL exists but project not found in API response
15944,Project,In URL file but missing from API,https://mininghub.com/project/boort/15944,URL exists but project not found in API response
17351,Project,In URL file but missing from API,https://mininghub.com/project/tinco/17351,URL exists but project not found in API response
7735,Project,In URL file but missing from API,https://mininghub.com/project/watchem/7735,URL exists but project not found in API response
7468,Project,In URL file but missing from API,https://mininghub.com/project/lake-torrens/7468,URL exists but project not found in API response
8000,Project,In URL file but missing from API,https://mininghub.com/project/mt-davis/8000,URL exists but project not found in API response
8467,Project,In URL file but missing from API,https://mininghub.com/project/carrapateena/8467,URL exists but project not found in API response
16911,Project,In URL file but missing from API,https://mininghub.com/project/pine-creek/16911,URL exists but project not found in API response
5145,Project,In URL file but missing from API,https://mininghub.com/project/belltopper/5145,URL exists but project not found in API response
16524,Project,In URL file but missing from API,https://mininghub.com/project/atwood-lake/16524,URL exists but project not found in API response
16763,Project,In URL file but missing from API,https://mininghub.com/project/kimoingan/16763,URL exists but project not found in API response
13009,Project,In URL file but missing from API,https://mininghub.com/project/jansen/13009,URL exists but project not found in API response
8726,Project,In URL file but missing from API,https://mininghub.com/project/silver-valley/8726,URL exists but project not found in API response
7760,Project,In URL file but missing from API,https://mininghub.com/project/gyttorp-nr-100/7760,URL exists but project not found in API response
13035,Project,In URL file but missing from API,https://mininghub.com/project/gbinyiri/13035,URL exists but project not found in API response
13093,Project,In URL file but missing from API,https://mininghub.com/project/russell-county/13093,URL exists but project not found in API response
8930,Project,In URL file but missing from API,https://mininghub.com/project/tsagaan-zalaa/8930,URL exists but project not found in API response
6556,Project,In URL file but missing from API,https://mininghub.com/project/bitchu/6556,URL exists but project not found in API response
7253,Project,In URL file but missing from API,https://mininghub.com/project/northern-base-metal/7253,URL exists but project not found in API response
7789,Project,In URL file but missing from API,https://mininghub.com/project/louvicourt-nw/7789,URL exists but project not found in API response
4427,Project,In URL file but missing from API,https://mininghub.com/project/viken/4427,URL exists but project not found in API response
15820,Project,In URL file but missing from API,https://mininghub.com/project/debsiensko/15820,URL exists but project not found in API response
7152,Project,In URL file but missing from API,https://mininghub.com/project/avalon/7152,URL exists but project not found in API response
17564,Project,In URL file but missing from API,https://mininghub.com/project/rochford/17564,URL exists but project not found in API response
1708,Project,In URL file but missing from API,https://mininghub.com/project/timmins-south-gp-block/1708,URL exists but project not found in API response
8081,Project,In URL file but missing from API,https://mininghub.com/project/lyndon/8081,URL exists but project not found in API response
16688,Project,In URL file but missing from API,https://mininghub.com/project/kapunda/16688,URL exists but project not found in API response
5256,Project,In URL file but missing from API,https://mininghub.com/project/shamrock/5256,URL exists but project not found in API response
16440,Project,In URL file but missing from API,https://mininghub.com/project/red-flag/16440,URL exists but project not found in API response
16434,Project,In URL file but missing from API,https://mininghub.com/project/tansim/16434,URL exists but project not found in API response
15927,Project,In URL file but missing from API,https://mininghub.com/project/cataby-west/15927,URL exists but project not found in API response
17203,Project,In URL file but missing from API,https://mininghub.com/project/lifidzi/17203,URL exists but project not found in API response
7959,Project,In URL file but missing from API,https://mininghub.com/project/pecors/7959,URL exists but project not found in API response
7788,Project,In URL file but missing from API,https://mininghub.com/project/louvicourt/7788,URL exists but project not found in API response
17495,Project,In URL file but missing from API,https://mininghub.com/project/norseman/17495,URL exists but project not found in API response
17694,Project,In URL file but missing from API,https://mininghub.com/project/hill-end-south/17694,URL exists but project not found in API response
15799,Project,In URL file but missing from API,https://mininghub.com/project/galloway/15799,URL exists but project not found in API response
13138,Project,In URL file but missing from API,https://mininghub.com/project/becancour-battery-materials-plant/13138,URL exists but project not found in API response
17808,Project,In URL file but missing from API,https://mininghub.com/project/ballard-central-north/17808,URL exists but project not found in API response
17289,Project,In URL file but missing from API,https://mininghub.com/project/louisa/17289,URL exists but project not found in API response
17569,Project,In URL file but missing from API,https://mininghub.com/project/warrah/17569,URL exists but project not found in API response
6464,Project,In URL file but missing from API,https://mininghub.com/project/gent/6464,URL exists but project not found in API response
8530,Project,In URL file but missing from API,https://mininghub.com/project/wodgina/8530,URL exists but project not found in API response
16184,Project,In URL file but missing from API,https://mininghub.com/project/jumamiwanga/16184,URL exists but project not found in API response
16037,Project,In URL file but missing from API,https://mininghub.com/project/prospect-ridge/16037,URL exists but project not found in API response
8512,Project,In URL file but missing from API,https://mininghub.com/project/bald-hill/8512,URL exists but project not found in API response
7679,Project,In URL file but missing from API,https://mininghub.com/project/tam/7679,URL exists but project not found in API response
7689,Project,In URL file but missing from API,https://mininghub.com/project/yilgarn-hub/7689,URL exists but project not found in API response
5877,Project,In URL file but missing from API,https://mininghub.com/project/higginsville-mine/5877,URL exists but project not found in API response
16219,Project,In URL file but missing from API,https://mininghub.com/project/panton-north/16219,URL exists but project not found in API response
15920,Project,In URL file but missing from API,https://mininghub.com/project/fitton/15920,URL exists but project not found in API response
16893,Project,In URL file but missing from API,https://mininghub.com/project/hillston/16893,URL exists but project not found in API response
16754,Project,In URL file but missing from API,https://mininghub.com/project/oaklands-north/16754,URL exists but project not found in API response
16697,Project,In URL file but missing from API,https://mininghub.com/project/raitajrvi/16697,URL exists but project not found in API response
15562,Project,In URL file but missing from API,https://mininghub.com/project/walia/15562,URL exists but project not found in API response
16684,Project,In URL file but missing from API,https://mininghub.com/project/cyclops/16684,URL exists but project not found in API response
15891,Project,In URL file but missing from API,https://mininghub.com/project/st-stephen/15891,URL exists but project not found in API response
15611,Project,In URL file but missing from API,https://mininghub.com/project/lake-wells/15611,URL exists but project not found in API response
16015,Project,In URL file but missing from API,https://mininghub.com/project/cosgrove-south/16015,URL exists but project not found in API response
17239,Project,In URL file but missing from API,https://mininghub.com/project/balfour/17239,URL exists but project not found in API response
8029,Project,In URL file but missing from API,https://mininghub.com/project/yono/8029,URL exists but project not found in API response
15539,Project,In URL file but missing from API,https://mininghub.com/project/cadillac-break/15539,URL exists but project not found in API response
12995,Project,In URL file but missing from API,https://mininghub.com/project/spence/12995,URL exists but project not found in API response
17625,Project,In URL file but missing from API,https://mininghub.com/project/yalgoo/17625,URL exists but project not found in API response
8176,Project,In URL file but missing from API,https://mininghub.com/project/leinster-south/8176,URL exists but project not found in API response
17508,Project,In URL file but missing from API,https://mininghub.com/project/padre-paraso/17508,URL exists but project not found in API response
10518,Project,In URL file but missing from API,https://mininghub.com/project/storoqingaaq/10518,URL exists but project not found in API response
6469,Project,In URL file but missing from API,https://mininghub.com/project/w/6469,URL exists but project not found in API response
15914,Project,In URL file but missing from API,https://mininghub.com/project/cleland/15914,URL exists but project not found in API response
15756,Project,In URL file but missing from API,https://mininghub.com/project/yandan/15756,URL exists but project not found in API response
6483,Project,In URL file but missing from API,https://mininghub.com/project/sahara/6483,URL exists but project not found in API response
7303,Project,In URL file but missing from API,https://mininghub.com/project/mt-jewell/7303,URL exists but project not found in API response
17112,Project,In URL file but missing from API,https://mininghub.com/project/fermoy/17112,URL exists but project not found in API response
7433,Project,In URL file but missing from API,https://mininghub.com/project/myall-creek/7433,URL exists but project not found in API response
8329,Project,In URL file but missing from API,https://mininghub.com/project/copperhead/8329,URL exists but project not found in API response
